ID,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Project Exemption Reason,Cost Benefit Report PDF,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,Employment (Construction),Plot Number,Project Description,KML URLs,Village Code,Employment (Operational),proposal_url,District
42337606,New,IA/DN/CRZ/460231/2024,2024-01-29T13:10:53.569+00:00,,Under Examination with SCZMA,31.301,89500.0, POWER GRID CORPORATION OF INDIA LTD,,CRZ clearance form,CRZ,,,765 kV D/c Navsari-Padge Transmission line,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Valsad,Panchlai,,,,Linear,30.901,0.4,31.301,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,minimum involvement of forest and minimum tree cutting,NO,NO,NO,2024-01-29T14:01:29.753+00:00,,,,,,,,,,,,68075.0,,The subject transmission scheme involves implementation of Navsari (New) (South Gujarat) (GIS) - Padghe (GIS) 765 kV D/c transmission line in Gujarat under regulated tariff mechanism (RTM) and connectivity to national / State Grid,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=11321933&refType=caf&uuid=2eb5c24d-1515-40e3-be95-58d07e6b56aa&version=1.1,523235,324975.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=42337606,Valsad
41799038,New,SIA/DN/INFRA2/459995/2024,2024-01-27T06:23:17.472+00:00,2025-04-29T07:11:08.819+00:00,Proposal Withdrawal Request Accepted,3.7105,1282.0,CHETANKUMAR SHAH,Precitech Laboratories Private Limited (formerly known as Precitech Laboratories),Environment clearance form,TOR,B2,Building / Construction ,Abhinandan Mountreea,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,ATHAL,,,"Survey no. 318, 320, 335",Non - Linear,3.7105,0.0,3.7105,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,NA,NO,NO,NO,2024-02-08T13:49:41.892+00:00,,,,,,,,,,,,7725.0,"Survey no. 318, 320, 335",The total builtup area of the project is 148002.48 sqmt and site area is 37105.00 sqmt. The project comprises of 826 Nos. of apartment units and a clubhouse. ,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=41585337&refType=caf&uuid=ae7d3acc-5078-4a06-aed6-167bd3433638&version=1.0,524946,734.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=41799038,Dadra & Nagar Haveli
41040678,Expansion,SIA/DN/IND2/459738/2024,2024-01-24T09:40:34.332+00:00,,Pending at MS SEIAA,8.33,35091.0, UNIFY TEXTURISERS PRIVATE LIMITED,,Environment clearance form,EC,B1,,M/s. Unify Texturisers Pvt. Ltd.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,KARAD,,CF/UTEAC/DNH-DD/2024/04,"Survey No.139 & 140, Madhuban Dam Road, Village. Karad-396230, Silvassa, U.T. of Dadra & Nagar Haveli and Daman &Diu.",Hybrid,8.33,0.0,8.33,0.0,0.0,0.0,3734.0,31357.0,0,0,0,NO,Available area is sufficient for proposed expansion.,NO,NO,NO,2024-01-24T13:33:43.371+00:00,Located within industrial estates,,,,,,,,,,,0.0,"Survey No.139 & 140, Madhuban Dam Road, Village. Karad-396230, Silvassa, U.T. of Dadra & Nagar Haveli and Daman &Diu.",To Manufacture Enhanced Capacity of Polyester Partially Oriented Yarn (POY) (From Pet Granules and Through Continuous Polymerization) “Manmade Fibers Manufacturing” (Other than Rayon),https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=41023278&refType=caf&uuid=a6007335-f84a-4b45-b79d-e678f47f3c4d&version=1.0,524951,800.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=41040678,Dadra & Nagar Haveli
41032677,Expansion,SIA/DN/IND2/459711/2024,2024-01-24T07:36:45.491+00:00,,,8.33,35091.0, UNIFY TEXTURISERS PRIVATE LIMITED,Unistar Environment & Research Labs Pvt. Ltd.,Environment clearance form,TOR,B1,Manmade fibers manufacturing,M/s. Unify Texturisers Pvt. Ltd.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,KARAD,,,"Survey No.139 & 140, Madhuban Dam Road, Village. Karad-396230, Silvassa, U.T. of Dadra & Nagar Haveli and Daman &Diu.",Hybrid,8.33,0.0,8.33,0.0,0.0,0.0,3734.0,31357.0,0,0,0,NO,Available area is sufficient for proposed expansion.,NO,NO,NO,2024-01-24T09:29:37.203+00:00,,,,,,,,,,,,0.0,"Survey No.139 & 140, Madhuban Dam Road, Village. Karad-396230, Silvassa, U.T. of Dadra & Nagar Haveli and Daman &Diu.",To Manufacture Enhanced Capacity of Polyester Partially Oriented Yarn (POY) (From Pet Granules and Through Continuous Polymerization) “Manmade Fibers Manufacturing” (Other than Rayon),https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=41023278&refType=caf&uuid=a6007335-f84a-4b45-b79d-e678f47f3c4d&version=1.0,524951,800.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=41032677,Dadra & Nagar Haveli
37319655,New,SIA/DN/IND1/457988/2024,2024-01-08T07:01:38.579+00:00,,DELISTED_BY_SYSTEM,3.075,4613.9, APAR INDUSTRIES LIMITED,Unistar Environment & Research Labs Pvt. Ltd.,Environment clearance form,TOR,B1,Metallurgical Industries (ferrous and non ferrous),M/s. Apar Industries Ltd. (Conductor Division) ,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,SILVASSA,,,"Unit-III, Survey. No. 127/1/2, Umerkui Road,  Village - Athola, Silvassa-396 240, U.T. of D&NH and D&D.",Hybrid,3.075,0.0,3.075,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,--,NO,NO,NO,2024-01-08T12:42:33.506+00:00,,,,,,,,,,,,0.0,"Unit-III, Survey. No. 127/1/2, Umerkui Road,  Village - Athola, Silvassa-396 240, U.T. of D&NH and D&D.","REGULARIZATION OF THE EXISTING UNIT at Unit-III, Survey. No. 127/1/2, Umerkui Road, ;Village - Athola, Silvassa-396 240, U.T. of D&NH and D&D,  INVOLVED IN MANUFACTURING OF ""Aluminium/alloy wires and rods, Aluminium Conductors (ACSR conductors/AAAC/ACAR/AACSR), all aluminium conductors (without steel core), GSW/guy wire, earth wire/stay wire and all types of aluminium and aluminium conductors (with steel core/other core or without steel/other core)"" M/s. Apar Industries Ltd., Athola unit",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=37041217&refType=caf&uuid=0ae03c8c-a293-4576-b3b6-21dc1ea3a68a&version=1.0,802639,95.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=37319655,Dadra & Nagar Haveli
37043095,New,SIA/DN/IND1/457887/2024,2024-01-06T09:08:00.689+00:00,,,8.8039,12110.59, APAR INDUSTRIES LIMITED,Unistar Environment & Research Labs Pvt. Ltd.,Environment clearance form,TOR,B1,Metallurgical Industries (ferrous and non ferrous),M/s. Apar Industries Ltd.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,KUNDACHA,,," Survey No. 148/1 (Amalgamation of Survey No. 148/1, 148/3/1, 148/4, 148/5, 148/8, 149, 151/2, 143/1/1 & 148/7) and Survey No. 144/1, Plot No. 6 (Amalgamation of Survey No. 144/1, Plot No. 6 & 143/1), Village - Kudacha, Rakholi Road,  Rakholi, Silvassa-396230, U.T. of D&NH and D&D.",Hybrid,8.8039,0.0,8.8039,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,--,NO,NO,NO,2024-01-09T11:36:05.377+00:00,,,,,,,,,,,,0.0," Survey No. 148/1 (Amalgamation of Survey No. 148/1, 148/3/1, 148/4, 148/5, 148/8, 149, 151/2, 143/1/1 & 148/7) and Survey No. 144/1, Plot No. 6 (Amalgamation of Survey No. 144/1, Plot No. 6 & 143/1), Village - Kudacha, Rakholi Road,  Rakholi, Silvassa-396230, U.T. of D&NH and D&D.","REGULARIZATION OF THE EXISTING UNIT INVOLVED IN MANUFACTURING OF “Copper/Aluminum Continuous Transpose Conductors (CTC) – 7200 MT/Year, Paper Insulated Copper Conductors (PICC/ePICC) – 2400 MT/Year, Optical fiber Ground wire (OPGW) Cable- 6240 KM/Year, Aluminum cladded Steel Wire -7240 MT/Year, Copper Rods, Copper Contact Wire, Catenary Wire, Jumper Wire, Dropper Wires, Copper Continuous Transpose Conductors, Buss Bar, Copper Strips, Copper Pipes @ 19200 MT/Year and Aluminum Rods & Aluminum Alloy Rods, Aluminum/Alloy Ingots, All Aluminum Conductors (AAC, ACSR Conductors), Aluminum Conductors (AAAC, ACAR & AACSR) – 80,000 MT/Annum"" at  Survey No. 148/1 (Amalgamation of Survey No. 148/1, 148/3/1, 148/4, 148/5, 148/8, 149, 151/2, 143/1/1 & 148/7) and Survey No. 144/1, Plot No. 6 (Amalgamation of Survey No. 144/1, Plot No. 6 & 143/1), Village - Kudacha, Rakholi Road, Rakholi, Silvassa-396230, U.T. of D&NH and D&D.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=37036798&refType=caf&uuid=cd8fe39a-59e3-44a8-8ef6-ea3a03145f6f&version=1.1,524950,162.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=37043095,Dadra & Nagar Haveli
32601223,Expansion,IA/DN/IND3/456157/2023,2023-12-20T11:08:57.657+00:00,2023-12-28T03:26:54.363+00:00,Standard ToR Granted,0.2098,1185.12, BHARAT RESINS PRIVATE LIMITED,Unistar Environment & Research Labs Pvt. Ltd.,Environment clearance form,TOR,B1,Synthetic organic chemicals industry ,M/s. Bharat Resins Pvt. Ltd.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Daman,DABHEL,IA-J-11011/446/2023-IA-II(I) ,,"Plot No. 43, 44, 45,46, 47, 58 and 59,  Dabhel Industrial Co. Op. Soc. Ltd.,  Village Dabhel, Daman – 396210,  U.T. of Dadra & Nagar Haveli and Daman & Diu.",Hybrid,0.2098,0.0,0.2098,0.5849,0.0,0.5849,460.21,724.91,0,0,0,NO,--,NO,NO,NO,2023-12-21T09:51:02.099+00:00,,,,,,,,,,,,0.0,"Plot No. 43, 44, 45,46, 47, 58 and 59,  Dabhel Industrial Co. Op. Soc. Ltd.,  Village Dabhel, Daman – 396210,  U.T. of Dadra & Nagar Haveli and Daman & Diu.",THE PROPOSED EXPANSION PROJECT FOR MANUFACTURING OF “SYNTHETIC ORGANIC CHEMICALS”,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=23036642&refType=caf&uuid=86075180-52c9-4c7f-8965-4ad9d728a563&version=1.4,524930,93.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=32601223,Daman
31482392,New,FP/DN/WATER/455348/2023,2023-12-13T05:02:30.322+00:00,,DELISTED_BY_SYSTEM,0.2192,150.0,EXECUTIVE ENGINEER PWD III IRRIGATION DISTRICT PANCHAYAT DADRA AND NAGAR HAVELI,,Forest clearance form,,,,"Diversion of Reserved Forest Land for the Construction of UGSRs, ESRs and BPT for the Augmentation of Mandoni- Sindoni Drinking Water Supply Scheme.",THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,BERPA,,,"227,247,263",Non - Linear,0.0,0.2192,0.2192,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-12-17T07:09:45.707+00:00,,,Degraded Forest Land,true,"Office of The Executive Engineer, PWD-III (IRRIGATION),;Near Government Housing Complex, Silvassa ",Silvassa,38,Central Government (Department/Autonomous body),Executive Engineer,Silvasssa,38,2200.0,"227,247,263",Mandoni - Sindoni Drinking Water Supply Scheme,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=31228705&refType=caf&uuid=d834fafd-ac83-49c6-90be-cc8aa0e40a2d&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=31228705&refType=FC&uuid=9ad0117e-211e-4ec2-8eaf-3a907087c511&version=1.2,524994,2095.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=31482392,Dadra & Nagar Haveli
29473190,New,FP/DN/TRANS/454488/2023,2023-12-05T16:21:45.221+00:00,,REMOVED,0.021,70.0, DADRA AND NAGAR HAVELI AND DAMAN AND DIU POWER DISTRIBUTION CORPORATION LIM,,Forest clearance form,,,,Diversion of Forest Land for the Laying of 11KV Underground HDD Electric Cable along Dapada- Surangi Road in Dadra and Nagar Haveli.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,CHIKHLI,,,,Linear,0.0,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-12-10T16:52:29.827+00:00,,,Degraded Forest Land,true,"1st and 2nd floor, Vidyutbhavan, Next to Secretariat BLDG, 66 kV Road Silvassa, D&NH 396230",Silvassa,38,Joint Venture (Govt. + Pvt.),Junior Engineer,Silvassa,38,190.0,,Laying of 11KV Underground HDD Electric Cable along Dapada Surangi Road,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=29473128&refType=caf&uuid=a3fe7e8f-3ac4-4cfc-9734-4bbb3d8c8819&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=29473128&refType=FC&uuid=a88ca0eb-a0f2-4212-bbe9-cf37bd4140b1&version=1.0,524955,1680.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=29473190,Dadra & Nagar Haveli
28689349,Expansion,SIA/DN/IND2/454137/2024,2023-12-02T10:00:08.123+00:00,,DELISTED_BY_SYSTEM,8.33,35139.0, UNIFY TEXTURISERS PRIVATE LIMITED,Unistar Environment & Research Labs Pvt. Ltd.,Environment clearance form,TOR,B1,Manmade fibers manufacturing,M/s. Unify Texturisers Pvt. Ltd.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,KARAD,,,Survey No.139 & 140,Hybrid,8.33,0.0,8.33,0.0,0.0,0.0,3734.0,31405.0,0,0,0,NO,--,NO,NO,NO,2024-01-23T08:27:28.649+00:00,,,,,,,,,,,,0.0,Survey No.139 & 140,The Proposed Expansion Project To Manufacture Enhanced Capacity of Polyester Partially Oriented Yarn (POY) (From Pet Granules and Through Continuous Polymerization) ,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=27853785&refType=caf&uuid=8371370d-6683-405e-bf65-244af188c195&version=1.1,524951,800.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=28689349,Dadra & Nagar Haveli
27595084,New,FP/DN/TRANS/453597/2023,2023-11-28T09:43:47.226+00:00,2024-10-07T11:14:56.651+00:00,Final Diversion Order Issued,0.0289,65.0, DADRA AND NAGAR HAVELI AND DAMAN AND DIU POWER DISTRIBUTION CORPORATION LIM,,Forest clearance form,,,,"Diversion of Forest Land for the laying of 11 KV HDD Underground Electric Cable for the Netaji Subhas Chandra Bose Military Academy, Randha.",THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,Mota Randha,,,,Linear,0.0,0.0289,0.0289,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-29T09:17:46.107+00:00,,,Degraded Forest Land,true,"1st and 2nd floor, Vidyutbhavan, Next to Secretariat BLDG, 66 kV Road Silvassa, D&NH 396230",Silvassa,38,Joint Venture (Govt. + Pvt.),Junior Engineer,Silvassa,38,105.0,,"Laying of 11 KV Underground HDD Electric Cable for the Netaji Subhas Chandra Bose Military Academy, Randha.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=27594041&refType=caf&uuid=e4807527-c13f-4f7c-bfb2-87eecf153f1a&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=27594041&refType=FC&uuid=0ebf4810-9518-4c99-984b-579ad7d139ab&version=1.3,524938,1660.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=27595084,Dadra & Nagar Haveli
22781162,New,IA/DN/IND2/451751/2023,2023-11-08T08:21:37.541+00:00,2024-02-09T05:10:44.962+00:00,Granted,10.12,24120.0, MADELIN ENTERPRISES PRIVATE LIMITED,,Application for Transfer of EC- Form-7,OTHER,A,,M/s. Madelin Enterprises Pvt. Ltd. ,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,SAILI,J-11011/142/2009-IA-II (I) ,,"Survey No. 156/2, Saily Rakholi Road, Village Saily, Silvassa, U.T. of Dadra & Nagar Haveli and Daman & Diu",Hybrid,10.12,0.0,10.12,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,Available area is sufficient and other infrastructure facilities is resourced from near by.,NO,NO,NO,2023-12-02T09:48:36.369+00:00,,,,,"Survey  no. 156/2, Saily-Rakholi Road, Village - Saily, Silvassa-396230,  U.T of Dadra & Nagar Haveli  and daman & Diu.",Saily,38,Private Limited,Director,Saily,38,0.0,"Survey No. 156/2, Saily Rakholi Road, Village Saily, Silvassa, U.T. of Dadra & Nagar Haveli and Daman & Diu",Applied for Transfer the existing EC letter in the name of M/s. JBF Industries Limited. to M/s. Madelin Enterprises Pvt. Ltd.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=22768744&refType=caf&uuid=2e195dcd-5b87-4004-8220-41c5e205ac92&version=1.1,524949,1587.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=22781162,Dadra & Nagar Haveli
21832659,New,FP/DN/Pipeline/451378/2023,2023-11-04T12:12:34.900+00:00,2024-07-11T05:48:14.052+00:00,Final Diversion Order Issued,0.0858,6.86,GUJARAT GAS LIMITED,,Forest clearance form,,,,"Gas Distribution Network in DNH GA (M/s T & D Galiakot Containers Pvt. Ltd. Connectivity, Prakash Steelage Connectivity (Kherdi), Singhal Commodities Connectivity, Indus Tower Connectivity (Kherdi) & Ebullient Packaging Connectivity (Naroli)).",THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,NAROLI,,,Road side strip,Linear,0.0,0.0858,0.0858,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-06T08:59:01.950+00:00,,,,false,"301-304 ;3rd Floor;IT Tower-1;Infocity;Gandhinagar ",Ahmedabad,24,"State PSU (eg. State Forest Corp., TANGEDCO, Mineral development Corp)",Dy. Manager (ROU),Ahmedabad,24,0.0,Road side strip,"Gas Distribution Network in DNH GA (M/s T & D Galiakot Containers Pvt. Ltd. Connectivity, Prakash Steelage Connectivity (Kherdi), Singhal Commodities Connectivity, Indus Tower Connectivity (Kherdi) & Ebullient Packaging Connectivity (Naroli)): Diversion of 0.0858 Hectare Protected Forest land for laying 32/63/90 mm dia MDPE pipeline parallel & across to Road side strip plantation declared as Protected Forest for Kala - Kherdi - Naroli village & Surrounding Area of Dadra and Nagar Haveli (U/T).",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=21829661&refType=caf&uuid=53bad7de-418f-4189-9f2a-a01d6dbe98de&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=21829661&refType=FC&uuid=566b0ec8-d5ff-480c-a085-7eb857c6c11e&version=1.7,524998,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=21832659,Dadra & Nagar Haveli
18365213,New,FP/DN/ROAD/449739/2023,2023-10-20T16:23:42.746+00:00,,DELISTED_BY_SYSTEM,0.0189,18.0,MARZBAN IRANI,,Forest clearance form,,,,Diversion of Reserved Forest Land for the Approach Road from Khanvel- Mandoni Main Road to my Land Bearing Sr.No. 88/1p1,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,RUDANA,,,86,Linear,0.0,0.0189,0.0189,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-10-22T05:23:55.602+00:00,,,Degraded Forest Land,true,"Gover Villa, Kati Road,;Near Arian Motors,;Dahanu Road, West, Malyan,;Thane ;Maharasthra - 401602",,27,Individual,Owner,,27,90.0,86,Approach Road from Khanvel- Manodni Main Road to my Land Bearing Survey No. 88/1p1,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=18365163&refType=caf&uuid=512c8482-eacd-4ed2-b5db-2a16dd8170d3&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=18365163&refType=FC&uuid=ca65b3a7-77e6-4994-a5cf-b99ad192af56&version=1.0,524989,365.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=18365213,Dadra & Nagar Haveli
18364193,New,SIA/DN/INFRA2/449737/2023,2023-10-20T14:02:43.989+00:00,,,1.9922,11300.0,PRAMODSINH PARMAR,Enviro Fluid Consultants,Environment clearance form,TOR,B2,Building / Construction ,Skylet Vista,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,ATHAL,,,,Hybrid,1.9922,0.0,1.9922,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-12-06T13:58:24.539+00:00,,,,,,,,,,,,35050.0,,Residential cum Commercial Project,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=18363474&refType=caf&uuid=585f85a6-5b07-43c4-8cc5-82dfb743b7cc&version=1.1,524946,35050.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=18364193,Dadra & Nagar Haveli
15280609,New,FP/DN/OTHERS/447378/2023,2023-10-07T08:34:40.986+00:00,,DELISTED_BY_SYSTEM,5.0452,6500.0, DADRA AND NAGAR HAVELI PLANNING & DEVELOPMENT AUTHORITY,,Forest clearance form,,,,"Diversion of Reserved Forest land for the Development of Riverfront at Khanvel, D& NH.",THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,KHANVEL,,,34,Non - Linear,0.0,5.0452,5.0452,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-10-08T05:28:59.716+00:00,,,Degraded Forest Land,true,"A Wing, 2nd Floor, District Secretariat, Silvassa ",Silvassa,38,Central Government (Department/Autonomous body),Executive Engineer,Silvassa,38,36500.0,34,"Development of Riverfront at Khanvel , Dadra and Nagar Haveli",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=15279613&refType=caf&uuid=5c297ce2-5409-4729-8f0b-2873c343e81d&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=15279613&refType=FC&uuid=c55a2f47-289e-4ffc-89bd-02e2e6f1c4ad&version=1.0,524965,7800.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=15280609,Dadra & Nagar Haveli
15991749,New,WL/DN/ROAD/447902/2023,2023-10-06T12:42:30.404+00:00,,,3.7941,4500.0,Mayank Rana,,Wildlife clearance form,,,,"Diversion of Forest Land (WLS) for Widening and Strengthening of Road Stretch at Dapada and Khadoli Satmalia(Ch. 23/7 to 25/4) , Surangi (Ch. 28/0 to 28/2) under NH 848A",Dadar & Nagar Haveli,Dadra & Nagar Haveli,KHADOLI,,,"154,122,113",Linear,0.0,3.7941,3.7941,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-05-20T10:24:18.434+00:00,,,,,,,,,,,,1950.0,"154,122,113","Widening and Strengthening of Road Stretch at Dapada and Khadoli Satmalia(Ch. 23/7 to 25/4) , Surangi (Ch. 28/0 to 28/2) under NH 848A",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=15062729&refType=caf&uuid=1f8b92dd-bfb2-45d9-a9e0-e48cdeab2a2a&version=1.0,524958,880.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=15991749,Dadra & Nagar Haveli
11323822,New,FP/DN/TRANS/445128/2023,2023-09-20T11:53:19.056+00:00,2024-10-15T05:34:32.702+00:00,Final Diversion Order Issued,31.301,89500.0, POWER GRID CORPORATION OF INDIA LTD,,Forest clearance form,,,,765 kV D/c Navsari-Padge Transmission line,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,SILVASSA,,,,Linear,30.901,0.4,31.301,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,minimum involvement of forest and minimum tree cutting,NO,NO,NO,2024-02-05T18:30:00.000+00:00,,,Degraded Forest Land,true,POWERGRID SECTOR 29 GURGAON,NA,6,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",DGM,,24,68075.0,,The subject transmission scheme involves implementation of Navsari (New) (South Gujarat) (GIS) - Padghe (GIS) 765 kV D/c transmission line in Gujarat under regulated tariff mechanism (RTM) and connectivity to national / State Grid,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=11321933&refType=caf&uuid=2eb5c24d-1515-40e3-be95-58d07e6b56aa&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=11321933&refType=FC&uuid=92954faf-df41-4b5f-823f-3ee83a9178c3&version=1.0,802639,324975.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=11323822,Dadra & Nagar Haveli
8222262,New,FP/DN/TRANS/441454/2023,2023-08-23T07:25:38.943+00:00,2024-11-18T16:39:21.605+00:00,Final Diversion Order Issued,0.2059,135.0, DADRA AND NAGAR HAVELI AND DAMAN AND DIU POWER DISTRIBUTION CORPORATION LIM,,Forest clearance form,,,,Diversion of Forest land (PF/RF) for the Laying of 11KV Underground HDD Electric Cables from Silli Substation to Kilvani via Galonda.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,Kilavani,,,,Linear,0.0,0.2059,0.2059,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,There is no alternate route,NO,NO,NO,2023-08-24T05:55:27.448+00:00,,,Degraded Forest Land,true,"1st and 2nd floor, Vidyutbhavan, Next to Secretariat BLDG, 66 kV Road Silvassa, D&NH 396230",Silvassa,38,Joint Venture (Govt. + Pvt.),Junior Engineer,Silvassa,38,800.0,,Laying of 11KV Underground HDD Electric Cables from Silli Substation to Kilvani via Galonda.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=8220852&refType=caf&uuid=718dfafe-fb60-4790-a31c-76729f659527&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=8220852&refType=FC&uuid=1772f2be-b5b4-4833-a166-3b8ddbf0589e&version=1.0,524940,405.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=8222262,Dadra & Nagar Haveli
