ID,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Project Exemption Reason,proposal_url,Village Code,Plot Number,District,Employment (Construction),Project Description,KML URLs,Employment (Operational)
122625858,New,IA/PY/IND2/529969/2025,2025-03-18T07:02:22.855+00:00,,Proposal returned in present form,13.3146,80000.0, CHEMPLAST SANMAR LIMITED,,Environment clearance form,EC,A,,Proposed Ethylene Dichloride (EDC) Manufacturing Unit ,PUDUCHERRY,Karaikal Taluk,POLAGAM,IA-J-11011/37/2025-IA-II ,,,Non - Linear,13.3146,0.0,13.3146,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,"While two other sites at Cuddalore and Karaikal were examined, it has been proposed to setup the project at PIPDIC, Karaikal.",NO,NO,NO,2025-03-18T11:41:34.466+00:00,Located within industrial estates,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=122625858,644993,,Karaikal,18650.0,"Proposed Difluoromethane (R-32) and Ethylene Dichloride (EDC) Manufacturing Unit of Chemplast Sanmar Limited at Plot No. A-196, B-57, C-10, C-11, , C-21, C-22, G-2, G-8, G-9, G-10 & G-11, Pondicherry Industrial Promotion Development and Investment Corporation Limited (PIPDIC), Industrial Growth Centre, Polagam (Village), Karaikal (District), Puducherry",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=117282511&refType=caf&uuid=6957fd48-221c-439a-be58-1490deeeb7e2&version=1.0,47600.0
122517439,New,IA/PY/IND3/529760/2025,2025-03-17T06:53:26.794+00:00,2025-06-18T16:38:04.170+00:00,EC Granted,13.3146,80000.0, CHEMPLAST SANMAR LIMITED,,Environment clearance form,EC,A,,Proposed Difluoromethane (R-32) Manufacturing Unit,PUDUCHERRY,Karaikal Taluk,POLAGAM,IA-J-11011/21/2025-IA-II(I) ,,,Non - Linear,13.3146,0.0,13.3146,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,"While two other sites at Cuddalore and Karaikal were examined, it has been proposed to setup the project at PIPDIC, Karaikal.",NO,NO,NO,2025-03-24T11:26:52.380+00:00,Located within industrial estates,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=122517439,644993,,Karaikal,18650.0,"Proposed Difluoromethane (R-32) and Ethylene Dichloride (EDC) Manufacturing Unit of Chemplast Sanmar Limited at Plot No. A-196, B-57, C-10, C-11, C-21, C-22, G-2, G-8,G-9, G-10 &amp; G-11, Pondicherry Industrial Promotion Development and Investment Corporation Limited (PIPDIC), Industrial Growth Centre, Polagam (Village), Karaikal (District), Puducherry",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=117310887&refType=caf&uuid=bde504eb-6a8b-4551-9d46-0f8e83de73d6&version=1.0,47600.0
122447417,New,IA/PY/CRZ/529541/2025,2025-03-15T07:05:34.465+00:00,,DELISTED_BY_SYSTEM,0.0169,2650000.0,FARZANA,,CRZ clearance form,CRZ,,,"Proposed Construction of Single Storied Residential Building at R.S. No. 237/1 pt, 237/2, E Block - 10, TS. No. 18/2, 18/3, Dharmapuram Village, Karaikal",PUDUCHERRY,Karaikal Taluk,DHARMAPURAM,,,"R.S. No. 237/1 pt, 237/2, E Block - 10, TS. No. 18/2, 18/3, CADASTER W-40 pt, Patta No. 169, plot No. 28",Linear,0.0169,0.0,0.0169,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-03-15T07:48:33.975+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=122447417,804040,"R.S. No. 237/1 pt, 237/2, E Block - 10, TS. No. 18/2, 18/3, CADASTER W-40 pt, Patta No. 169, plot No. 28",Karaikal,7500.0,"Proposed Construction of Single Storied Residential Building at R.S. No. 237/1 pt, 237/2, E Block - 10, TS. No. 18/2, 18/3, Dharmapuram Village, Karaikal",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=122445935&refType=caf&uuid=58a34815-57c9-40a3-968c-722e76322d93&version=1.0,0.0
121706701,New,IA/PY/CRZ/527833/2025,2025-03-05T14:46:54.296+00:00,,Raised/Forwarded EDS to UA,0.0015,107.88,sathianarayanan,,CRZ clearance form,CRZ,,,"Proposed Construction of A Two Storeyed Residential Building, (1-Dwelling Unit)",PUDUCHERRY,Ozhukarai Taluk,PILLAICHAVADY,,,,Linear,0.0015,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-05-23T16:32:21.448+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=121706701,937514,,Puducherry,10.0,"Mrs. Anupriya;Proposed Construction of A Two Storeyed Residential Building, (1-Dwelling Unit) at RS.No228/3, Plot No.48, Peria Kalapet Village, Kalapet Revenue Village, Oulgaret Municipality, Puducherry.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119615919&refType=caf&uuid=5418b422-0c98-421a-8d28-8a510339cf0b&version=1.0,1.0
121291500,New,IA/PY/CRZ/526670/2025,2025-02-28T17:41:36.642+00:00,,DELISTED_BY_SYSTEM,0.0338,127.985,kalpana sivabalan,,CRZ clearance form,CRZ,,,ELLAIYAMMAN WHITE ICE PLANT,PUDUCHERRY,Karaikal Taluk,AKKARAVATTAM,,,"Plot 9,10; RS 46/5, TS 15/5 WARD-M, BLOCK-7",Linear,0.0338,0.0,0.0338,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-04-21T17:55:07.052+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=121291500,804040,"Plot 9,10; RS 46/5, TS 15/5 WARD-M, BLOCK-7",Karaikal,1400.0,Production of white Ice Blocks for sea food preservation purpose,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=121240622&refType=caf&uuid=d3da68d4-c507-4f75-a2c0-a3b1a1697da7&version=1.0,3200.0
121036546,New,IA/PY/CRZ/525821/2025,2025-02-25T23:58:37.245+00:00,,Under Examination with SCZMA,0.016,4565000.0,sathiyamoorthy,,CRZ clearance form,CRZ,,,Proposed construction of double storyed residential (2-Dwelling Units) building with stilt floor,PUDUCHERRY,,,,,,Non - Linear,0.016,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,This is Residential House,NO,NO,NO,2025-02-26T00:43:11.020+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=121036546,,,,620.0,"Proposed construction of double storyed residential (2-Dwelling Units) building with stilt floor located at R.S.No. 178/3A, Cadastre No. 405, Patta No. 589, E.C.R. Road, Periyakalapet, Kalapet, Revenue Village, Oulgaret Municipality, Puducherry. The total land area is 1824 (Square feet) with a plot value and building construction value estimated after completion of Rs.45,65,000 (Rupees Forty-Five Lakhs Sixty-Five Thousand Rupees only). Land description: East to West towards Northern side 23.3 meter, towards southern side 23.1-meter, South-North towards bottom side 7.4 meter, towards upper side 7.3 meter, having an extent of 169.5 Square feet or 1824.5 Square feet of empty land required for CRZ-II clearance.",,620.0
120223541,New,IA/PY/CRZ/524371/2025,2025-02-15T15:54:56.380+00:00,,Under Examination with SCZMA,0.01,2875000.0,RADJESVARY,,CRZ clearance form,CRZ,,,BUILDING NOC,PUDUCHERRY,Puducherry Taluk,THAVALAKUPPAM,,,PLOT No. 27,Linear,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-06-25T07:17:24.796+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=120223541,644919,PLOT No. 27,Puducherry,1360.0,CONSTRUCTION OF BUILDING IN THE MENTIONED SITE FOR GUEST HOUSE,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=120222761&refType=caf&uuid=13d86890-c25b-4a5a-ba3d-a42eb45c4707&version=1.0,154.0
119955784,New,WL/PY/DRKWATER/523915/2025,2025-02-13T07:08:00.536+00:00,,,0.0,5000.0,Public Works Department,,Wildlife clearance form,,,,"Augmentation of Water supply for Puducherry by drawing 20 MLD of water from Oussudu lake, Puducherry",PUDUCHERRY,Vanur,PERAMBAI,,,,Non - Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,YES,YES,NO,2025-02-13T12:19:44.045+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=119955784,632814,,Viluppuram,3665.0,This projecct is for drawing 20 MLD of water from Oussudu lake for Domestic water consumption for the Public of Puducherry. No activities will be carried out inside the Oussudu lake. Intake well will be constructed 110 m away from Oussudu lake along Pallavaikal Channel and water will be pumped to Muthirapalayam,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119841005&refType=caf&uuid=28b28f59-5838-46ab-9558-9ce2aa1d54a6&version=1.0,1825.0
119823736,New,WL/PY/DRKWATER/523639/2025,2025-02-11T13:28:24.400+00:00,,,0.0,5000.0,Public Works Department,,Wildlife clearance form,,,,"Augmentation of water supply for Puducherry by drawing 20 MLD of water from Oussudu lake, Puducherry",PUDUCHERRY,Vanur,PERAMBAI,,,,Non - Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-02-11T15:27:30.284+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=119823736,632814,,Viluppuram,3665.0,The project is for drawing 20MLD of water from Oussudu lake for domestic water consumption for public of Puducherry. No activities will be carried out inside Oussude lake. Intake well will be constructed 110 m away from Oussude lake along pallavaikal channel and water will be pumped to Muthirapalayam,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119711472&refType=caf&uuid=66e04d26-0cb4-419a-a547-49a849da2d00&version=1.1,1825.0
118963167,,FP/PY/ACA/521671/2025,2025-01-31T07:59:06.838+00:00,,Pending at DFO for Scrutiny and Recommendation,,,,,Accredited Compensatory Afforestation (ACA) Form,,,,,PUDUCHERRY,,,,,,,,,,,,,,,,,,,,,,,2025-02-03T11:09:16.895+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=118963167,,,,,,,
117311571,New,IA/PY/IND3/518091/2025,2025-01-10T12:37:45.363+00:00,2025-01-17T03:09:10.635+00:00,Standard ToR Granted,13.3146,80000.0, CHEMPLAST SANMAR LIMITED,"Aqua Air Environmental Engineers Pvt Ltd, Surat",Environment clearance form,TOR,A,Petroleum products and petrochemical based processing such as production of carbon black and electrode grade graphite (processes other than cracking ,Proposed Difluoromethane (R-32) Manufacturing Unit,PUDUCHERRY,Karaikal Taluk,POLAGAM,IA-J-11011/21/2025-IA-II(I) ,,,Non - Linear,13.3146,0.0,13.3146,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,"While two other sites at Cuddalore and Karaikal were examined, it has been proposed to setup the project at PIPDIC, Karaikal.",NO,NO,NO,2025-01-10T17:33:59.705+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=117311571,644993,,Karaikal,18650.0,"Proposed Difluoromethane (R-32) and Ethylene Dichloride (EDC) Manufacturing Unit of Chemplast Sanmar Limited at Plot No. A-196, B-57, C-10, C-11, C-21, C-22, G-2, G-8,G-9, G-10 &amp; G-11, Pondicherry Industrial Promotion Development and Investment Corporation Limited (PIPDIC), Industrial Growth Centre, Polagam (Village), Karaikal (District), Puducherry",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=117310887&refType=caf&uuid=bde504eb-6a8b-4551-9d46-0f8e83de73d6&version=1.0,47600.0
117283558,New,IA/PY/IND2/518048/2025,2025-01-10T10:24:22.636+00:00,2025-01-22T07:34:07.022+00:00,Standard ToR Granted,13.3146,80000.0, CHEMPLAST SANMAR LIMITED,"Aqua Air Environmental Engineers Pvt Ltd, Surat",Environment clearance form,TOR,A,Synthetic organic chemicals industry ,Proposed Ethylene Dichloride (EDC) Manufacturing Unit ,PUDUCHERRY,Karaikal Taluk,POLAGAM,IA-J-11011/37/2025-IA-II ,,,Non - Linear,13.3146,0.0,13.3146,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,"While two other sites at Cuddalore and Karaikal were examined, it has been proposed to setup the project at PIPDIC, Karaikal.",NO,NO,NO,2025-01-10T17:34:26.471+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=117283558,644993,,Karaikal,18650.0,"Proposed Difluoromethane (R-32) and Ethylene Dichloride (EDC) Manufacturing Unit of Chemplast Sanmar Limited at Plot No. A-196, B-57, C-10, C-11, , C-21, C-22, G-2, G-8, G-9, G-10 & G-11, Pondicherry Industrial Promotion Development and Investment Corporation Limited (PIPDIC), Industrial Growth Centre, Polagam (Village), Karaikal (District), Puducherry",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=117282511&refType=caf&uuid=6957fd48-221c-439a-be58-1490deeeb7e2&version=1.0,47600.0
116712594,New,IA/PY/CRZ/517275/2025,2025-01-04T10:04:33.695+00:00,,DELISTED_BY_SYSTEM,0.0,2169216.0,RAMAPUSHPAM,,CRZ clearance form,CRZ,,,Proposed construction of single storeyed residential building (1 dwelling unit) at R.S.no. 152/15,PUDUCHERRY,Ozhukarai Taluk,PILLAICHAVADY,,,152/15,Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-01-04T10:16:25.225+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=116712594,937514,152/15,Puducherry,1800.0,"Proposed construction of single storeyed residential building (1 dwelling unit) at R.S.no. 152/15, Nadu Theru, Chinna Kalapet, Pillaichavady Rev.Village, Olugaret Municipality, Puducherry",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=116708606&refType=caf&uuid=5b807c70-db5c-48bd-a52d-80cc8d5d058c&version=1.0,1800.0
116450874,New,IA/PY/CRZ/516918/2025,2025-01-01T13:41:44.131+00:00,,DELISTED_BY_SYSTEM,0.0,7332494.0,THANGAVEL SELVAM,,CRZ clearance form,CRZ,,,Proposed construction of two storeyed residential building (2 dwelling unit),PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),,,64pt,Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-05-01T07:47:36.827+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=116450874,804036,64pt,Puducherry,3600.0,"R.S.no.64pt, Ward-A, Block -18, T.S.no.11, Old door no.22, New Door no. 48, Solaivazhiamman Koil Street, Solai Nagar, Muthialpet, Puducherry Rev.Village, Puducherry Municipality, Puducherry.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=116449861&refType=caf&uuid=af1bd8de-4aab-4b63-b0a5-18c6ecaf41d9&version=1.0,3600.0
116071948,New,IA/PY/CRZ/516455/2024,2024-12-28T04:58:12.167+00:00,,DELISTED_BY_SYSTEM,0.0139,33.0,JUDAH CATHERINA C,,CRZ clearance form,CRZ,,,CONSTRUCTION OF A NEW HOUSE,PUDUCHERRY,Puducherry Taluk,THENGATHITTU,,,plot no 7 & 8,Non - Linear,0.0139,0.0,0.0139,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-28T19:44:33.986+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=116071948,804036,plot no 7 & 8,Puducherry,605.0,proposed construction of single storeyed residential building,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=115946250&refType=caf&uuid=6d72f6db-7d60-46e2-a11a-423eeea492ce&version=1.0,455.0
115397257,New,IA/PY/CRZ/515512/2024,2024-12-20T14:19:38.294+00:00,,Referred to SCZMA,0.0203,351.0,s. sivagnanam,,CRZ clearance form,CRZ,,,Proposed construction of three storeyed guest house (7 rooms) building with stilt floor (parking),PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),,515512/PCZMA / CRZ,55,Linear,0.0203,0.0,0.0203,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-20T14:30:55.090+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=115397257,804036,55,Puducherry,1600.0,"Proposed construction of three storeyed guest house (7 rooms) building with stilt floor (parking). at R.S. No. 239pt, T.S. No. 55 & 55 , Ward – D, Block – 25, Door No.7, Lal Bahadur Sharstri Strret, Puducherry – 1.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=115395821&refType=caf&uuid=046e2cb0-d82e-4065-ba25-29f1b10a2ec9&version=1.0,4380.0
115374804,New,IA/PY/CRZ/515491/2024,2024-12-20T12:19:37.038+00:00,,Referred to SCZMA,0.0235,551.0,s. sivagnanam,,CRZ clearance form,CRZ,,,"Proposed Construction of A Three Storied Hotel Building with Stilt floor(parking) at R.S.No.239pt, T.S.No.62, Ward -D, Block No.28,Door No.3, Labourdonnais Street, Puducherry Town, Puducherry Revenue Village, Puducherry Municipality, Puducherry by Thiru. A. Selvakumaran								                                                ",PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),,515491/PCZMA/CRZ/2025,62,Linear,0.0235,0.0,0.0235,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-20T13:13:44.046+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=115374804,0,62,Puducherry,1720.0,Proposed Construction of A Three Storied Hotel Building with Stilt floor(parking),https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=115289089&refType=caf&uuid=8f79e4d8-0f48-4909-a9e3-1b2f92676485&version=1.0,4380.0
112208278,New,IA/PY/CRZ/507462/2024,2024-11-22T15:30:50.048+00:00,,DELISTED_BY_SYSTEM,0.0,3384040.0,RAMAPUSHPAM,,CRZ clearance form,CRZ,,,"PROPOSED CONSTRUCTION OF TWO STOREYED RESIDENTIAL BUILDING FOR Tmt. C.VIJAYALAKSHMI AT R.S.NO.1pt, T.S.NO.1/1/A/2, WARD - P, BLOCK - 1, THENGAITHITTU REVENUE VILLAGE , PUDUCHERRY MUNICIPALITY , PUDUCHERRY.",PUDUCHERRY,Puducherry Taluk,THENGATHITTU,,,"145, 1/1",Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-11-22T15:53:27.759+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=112208278,804036,"145, 1/1",Puducherry,1800.0,TWO STOREYED RESIDENTIAL BUILDING,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=110494589&refType=caf&uuid=fa942fcc-3759-4687-af99-0ef87a290a32&version=1.0,2700.0
111549543,New,IA/PY/CRZ/505879/2024,2024-11-14T13:22:31.728+00:00,,Referred to SCZMA,0.011,9384000.0,Sujee a,,CRZ clearance form,CRZ,,,Proposed Two Storeyed Commercial Building,PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),,PCZMA/CRZ/505879/2024,,Non - Linear,0.011,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-11-14T13:48:20.492+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=111549543,804036,,Puducherry,1018.0,"Proposed two storied Commercial building - 605004 located at R.S No. 239pt, T.S Nos. 96, 97, 98 & 99, Ward-D, Block No 20, Subbaiya Salai, Puducherry Revenue Village, Puducherry Municipality, Puducherry District, Puducherry- 605004. Total land area is 1207 (Square feet) with a plot value and building construction value estimated after completion of Rs.93,84,000 (Rupees Ninety-three Lakh Eighty-Four Thousand only on completion of the property). Land description: East to West 5.1-meter, South to North 10.6 meter, i.e, having an extent of 54.06 Square meter or 1207 square feet of land required for CRZ-II clearance. ",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=111548901&refType=caf&uuid=05411bad-48a6-4f71-902a-f41a902f304e&version=1.0,1018.0
111474039,New,IA/PY/CRZ/505737/2024,2024-11-13T14:24:47.254+00:00,,Referred to SCZMA,0.011,4100000.0,M VINODHINI,,CRZ clearance form,CRZ,,,Proposed construction of Two Storeyed Residential Building (1-Dwelling Unit) ,PUDUCHERRY,Puducherry Taluk,ARIANKUPPAM,,PCZMA/CRZ/505737/2024,,Non - Linear,0.011,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,This is Residential Plot,NO,NO,NO,2024-12-12T12:54:08.668+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=111474039,804036,,Puducherry,806.0,"Proposed Construction of Two Storeyed Residential Building (1-Dwelling Unit) located at R.S No. 124/1/A, Cad No. 534, Patta No. 899, Plot No.40, Ariyankuppam Revenue Village, Ariyankuppam Commune, Puducherry. Total land area is 1200 (Square feet) with a plot value and building construction value estimated after completion of Rs.41,00,000 (Fourty One Lakh only on completion of the building). Land description: Both sides of East to West 20 feet, both sides of South to North 60 feet, having an extent of 1200 square feet of land required for CRZ-II clearance. ",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=111473218&refType=caf&uuid=831a1c67-bd16-413d-9cb7-306bc5fc156e&version=1.0,812.0
110939289,New,IA/PY/CRZ/504431/2024,2024-11-06T09:57:30.403+00:00,2025-07-26T13:07:55.212+00:00,CRZ Granted,2.3022,13000.0, CHEMPLAST SANMAR LIMITED,,CRZ clearance form,CRZ,,,"6 MLD desalination plant along with associated sea water intake and outfall system at RS no. 206, Village Melavanjore, T.R. Pattinam, Karaikal, Puducherry UT by M/s. Chemplast Sanmar Limited",PUDUCHERRY,Karaikal Taluk,VANJIYUR,11/58/2024-IA.III,231/DSTE/PCZMA/SCI/2024/369,RS no. 206,Linear,2.3022,0.0,2.3022,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-11-06T13:05:07.950+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=110939289,644994,RS no. 206,Karaikal,16825.0,"Chemplast Sanmar Limited proposes to setup Desalination plant of 6 MLD capacity at RS no. 206, Melavanjore, T.R. Pattinam, Karaikal, Puducherry UT along with associated sea water intake and outfall system. The proposed desalination plant along with seawater intake and RO reject outfall system is a Greenfield project. The desalination plant will be developed to meet the water requirement of proposed projects of Chemplast Sanmar Ltd. 20 MLD of water will be sourced from the sea through intake structures & pipelines. The proposed desalination plant will be of 6 MLD capacity. 14 MLD of rejects from the desalination plant will be disposed back to the sea through proper diffuser system.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=110924748&refType=caf&uuid=06815608-0723-4b55-bf38-2e98414625fb&version=1.0,10950.0
110195964,New,IA/PY/CRZ/502738/2024,2024-10-23T14:04:18.584+00:00,,Referred to SCZMA,0.0478,1337700.0,OUMMAHANIMA,,CRZ clearance form,CRZ,,,"PROPOSED CONSTRUCTION OF TWO STORIED RESIDENTIAL BUILDING AT WARD - L, BLOCK NO:4, T.S.NO:50, R.S.NO:183/15Bpt, ODUTHURAI VILLAGE, NERAVY COMMUNE, KARAIKAL.",PUDUCHERRY,Karaikal Taluk,ODUTHURAI,,PCZMA/CRZ/502738/2024,Rs.no.185/1Bpt,Linear,0.0478,0.0,0.0478,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-10-23T15:15:35.771+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=110195964,804040,Rs.no.185/1Bpt,Karaikal,0.0,"PROPOSED CONSTRUCTION OF TWO STORIED RESIDENTIAL BUILDING AT WARD-L, BLOCK NO:4, T.S.NO:50, R.S.NO:183/15Bpt, ODUTHURAI VILLAGE, NERAVY COMMUNE, KARAIKAL.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=106448335&refType=caf&uuid=8e8f5f32-64c8-4a18-b33c-5669aab50084&version=1.0,0.0
109966498,New,IA/PY/CRZ/502011/2024,2024-10-19T14:07:18.691+00:00,,Referred to SCZMA,6.47,2029.0,directorate of tourism,,CRZ clearance form,CRZ,,,Karaikal Beach & Waterfront Experience ,PUDUCHERRY,Karaikal Taluk,KIZHAVELY,PCZMA/ CRZ/502011,,7/1,Hybrid,6.47,0.0,6.47,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,"The study of site alternatives has minimal significance as the proposal is in a prime location by the side of River Arasalar and is very popular spot, making it ideal for Tourist and visitors from local and elsewhere. Land area belongs to the Department of Tourism. Hence, no other site selection criterion has been considered.",NO,NO,NO,2024-12-06T12:22:41.733+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=109966498,804040,7/1,Karaikal,30200.0,"Parking Area, Entrance Gate, Glamping Zone,  Retail & Food Zone, Tourist Facilitation Centre & Artificial Surfing Area, Public Amenities & Utilities, Interactive Zone, Overall Pathways along with open beach utilities ",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=109965907&refType=caf&uuid=5cb6f197-c40c-415a-994f-8bfd90631bcb&version=1.0,74000.0
109949804,New,IA/PY/CRZ/501956/2024,2024-10-19T10:29:31.347+00:00,,DELISTED_BY_SYSTEM,0.0,48.0,VASANTHI EZHILRAJA,,CRZ clearance form,CRZ,,,VIlla De Nature,PUDUCHERRY,Puducherry Taluk,PURNANKUPPAM,,,64/1A/3,Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-10-19T11:20:53.813+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=109949804,644920,64/1A/3,Puducherry,505.0,"Building up rooms,swimming pool, restaurant  for daily or monthly rent ",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=58296991&refType=caf&uuid=3c90d02a-5a34-47fd-a781-e963f7e15086&version=1.0,1463.0
109846157,New,IA/PY/CRZ/501634/2024,2024-10-17T19:02:21.444+00:00,,Referred to SCZMA,0.0,48.0,VASANTHI EZHILRAJA,,CRZ clearance form,CRZ,,,VIlla De Nature,PUDUCHERRY,Puducherry Taluk,PURNANKUPPAM,,PCZMA/CRZ/501634/2024,64/1A/3,Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-11-05T05:00:52.511+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=109846157,644920,64/1A/3,Puducherry,505.0,"Building up rooms,swimming pool, restaurant  for daily or monthly rent ",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=58296991&refType=caf&uuid=3c90d02a-5a34-47fd-a781-e963f7e15086&version=1.0,1463.0
