ID,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,Village Code,Project Description,District,proposal_url,Employment (Construction),KML URLs,Plot Number,Employment (Operational)
53115249,New,WL/LA/DEF/465822/2024,2024-03-13T07:21:29.221+00:00,,,0.0151,7994859.0,Ministry of Defense,,Wildlife clearance form,,,,CONSTRUCTION AND INSTALLATION OF WASTE DISPOSAL AND PROCESSING PLANT AT HANLE VILLAGE (UT OF LADAKH),LADAKH,Leh,NA,,,,Non - Linear,0.0151,0.0,0.0151,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-03-13T08:25:34.435+00:00,,,,,,,,,,0,"1 JAK RIF has veen entrusted  for Construction and Installation of Waste Disposal and Processing Plant at Hanle village (UT of Ladakh). Waste management is an essential step towards a neat and clean environment and also reduces pollution. Hanle is an approved military station in Eastern Ladakh. a total eight major units and nine minor units are permanently located at Hanle Military Station. Presently there is no provision of waste disposal in Hanle for civilians residing in Hanle and nearby tourism season, an average of 500-1000 tourist visit at Hanle every day which result inn accumulation of sizeable amount of garbge and waste. This leads to pullulation and health hazards to the inhabitants of the area. In addition, Hanle village is located Changthang wild life sanctuary where littering of garbage and waste products will adversely effect the environment, water bodies and grass lands. Therefore, a suitable method of garbage and waste disposal system is required",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=53115249,1810.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=51042953&refType=caf&uuid=61b22d4e-edfb-4e72-afe4-bacdceb7119f&version=1.3,,1835.0
52467124,New,IA/LA/INFRA2/465537/2024,2024-03-09T10:49:34.676+00:00,,Proposal returned in present form,33.36,1094.0,Ministry of Housing and Urban Affairs,Natureanalytica Envirocare Solutions Pvt Ltd.,Environment clearance form,TOR,A,Common Municipal Solid Waste Management Facility (CMSWMF),"Integrated Municipal Solid Waste Management Facility Project at Skampari, Leh",LADAKH,Leh,Saboo,21-378/2024-IA.III,,"Khasra No. 10901, 10902 10903 & 10904",Non - Linear,33.36,0.0,33.36,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,As construction of Sanitary landfill area has been done on the site,NO,NO,YES,2024-05-04T10:03:53.907+00:00,,,,,,,,,,856,The Total land area is 659.47 Kanal (33.36 Ha.) and the Developing Processing facilities & Sanitary Landfill Area: - 541 Kanal 15 Marla (274180 SQM /27.418 Ha.). The Environment Clearance is required for SWM project for a targeted Production of 30 TPD of Solid Waste. This is Violation Case as construction of Sanitary landfill area has been done on the site.,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=52467124,15012.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=52232320&refType=caf&uuid=7983c2fc-aa12-4cc8-9338-04c545106ee3&version=1.0,"Khasra No. 10901, 10902 10903 & 10904",60020.0
49904912,New,WL/LA/DEF/464112/2024,2024-02-26T09:25:11.922+00:00,,,20.55,11799.22,Ministry of Defense,,Wildlife clearance form,,,,D-S-DBO to Track JN - 13.700 km,LADAKH,Nubra,NA,,,,Linear,0.0,20.55,20.55,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-03-11T07:47:47.298+00:00,,,,,,,,,,"","CONSTRUCTION OF DURBUK-SHYOK-DAULAT BEG OLDIE TO TRACK JN ROAD FROM KM 0.000 TO KM 13.700 (TOTAL -13.7 KM) TO NHSL SPECIFICATION UNDER 78 RCC / 50BRTF, HIMANK IN UNION TERRITORY OF LADAKH  ",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=49904912,249526.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=49668616&refType=caf&uuid=a4b516c0-fbee-48c2-99b5-2b25a993e6f6&version=1.0,,5417.0
49377073,New,WL/LA/DEF/464001/2024,2024-02-24T10:37:46.241+00:00,,,9.41,1000.0,Ministry of Defense,,Wildlife clearance form,,,,"Establishment of 124 RCC at Nyoma""",LADAKH,Leh,Nyoma,,,,Non - Linear,0.0,9.41,9.41,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-02-24T11:40:52.941+00:00,,,,,,,,,,000901,Establishment of 124 RCC(GREF) at Nyoma in total area of 9.41 hectare,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=49377073,50400.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=48814157&refType=caf&uuid=ca93fa66-5578-4330-9b8b-a791ff3595d1&version=1.1,,1968000.0
49060093,New,WL/LA/DEF/463771/2024,2024-02-22T12:19:16.303+00:00,,,7.75,6238.2,Ministry of Defense,,Wildlife clearance form,,,,D-S-DBO to S-B-G Link road- 7.750km,LADAKH,Nubra,NA,,,,Linear,0.0,7.75,7.75,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-02-23T10:30:19.726+00:00,,,,,,,,,,"","Construction of Durbuk- Shyok- Daulat Beg Oldie to Saser-Brangsa- Gapshan Link Road from KM 0.00 to KM 7.750 ( Total -7.750 km ) to NHSL specification under 78 RCC/50 BRFT, Himank in Union Territory of Ladakh  ",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=49060093,86189.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=48217674&refType=caf&uuid=d17e86bc-e4af-4bc1-b92c-f478311b325e&version=1.0,,2991.0
47875715,New,WL/LA/DEF/463268/2024,2024-02-18T07:38:32.050+00:00,,,4.38,2964.3,Ministry of Defense,,Wildlife clearance form,,,,Chusul - Lukung to Thakung Road - 5.842Km,LADAKH,Leh,NA,,,,Linear,0.0,4.38,4.38,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-02-19T07:41:07.042+00:00,,,,,,,,,,"",Construction and Upgradation of ICBR-III Link road from Chusul - Lukung to Thakung Post (Taking off from Km 12.500 from road Chusul to Lukung ) including LA/FC/WLC from Km 0.000 to Km 5.842 (Net Length 5.842 Km) to NHSL (SBA) specification in AoR of 51 RCC/50 BRTF under Project Himank in UT of Ladakh.,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=47875715,14615.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=47661124&refType=caf&uuid=216bde0b-7b62-4955-a5de-ad3787a4cddd&version=1.0,,14615.0
47367994,New,WL/LA/DEF/463163/2024,2024-02-17T05:09:23.190+00:00,,,16.3,7910.35,Ministry of Defense,,Wildlife clearance form,,,, Karakoram pass - 14Km,LADAKH,Leh,NA,,,,Linear,0.0,16.3,16.3,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-02-21T13:27:02.272+00:00,,,,,,,,,,"",construction of DBO-Karakoram pass from KM0.00 to KM 14.00 (total length 14 Km) ,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=47367994,19693.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=47319186&refType=caf&uuid=2de22f1a-4e44-4094-b2bc-420fe5e67c8a&version=1.1,,19693.0
42063026,New,FP/LA/Pipeline/460138/2024,2024-01-28T12:26:31.324+00:00,2024-11-25T05:01:07.370+00:00,Final Diversion Order Issued,0.117,113.65,Department of Irrigation,,Forest clearance form,,,,EXTENSION OF STP OUTLET PIPE UPTO DEWACHAN HOTEL AGLING,LADAKH,Leh,Chuglamsar (CT),,,,Linear,0.09,0.027,0.117,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-05-03T18:30:00.000+00:00,Degraded Forest Land,true,EXECUTIVE ENGINEER IGO PHEY DIVISION LEH HOUSING COLONY,LEH CITY ,37,State Government (Department/Autonomous body),EXECUTIVE ENGINEER,LEH ,37,000910,THIS PROJECT IS ONE OF THE MOST IMPORTANT AND HIGHLY BENEFICIAL FOR THE LEH TOWN WHICH INVOLVES  LAYING OF THE  OUTLET PIPE OF 300 MM DIA NP-3 RCC PIPE TO BE EXTENDED FROM AGLING JUNCTION UPTO RIVER INDUS WHICH PASSES FROM FOREST LAND  FOR A LENGTH OF 135 METRE BEHIND HOTEL DEWACHAN TO DISPOSE OFF THE SEWAGE TREATED WATER FOR DILUTION IN THE MAIN WATER BODY. THE PIPE LINE SHALL BE LAID 1.5 METRE BELOW GROUND LEVEL AND THE FOREST LAND SUPPOSED TO BE INVOLVED WILL BE 0.027 HA WITH ABOUT 30 NO OF POPLAR/WILLOW TREE TO BE FELL DOWN TO PAVE THE WAY FOR LAYING OF RCC NP-3 PIPE. THE IDEA OF THE PIPE LINE TO BE PASSED FROM THE FOREST LAND IS TO DISPOSE OFF THE SURPLUS SEWAGE TREATED WATER DURING WINTER AND WHEN THE SEASON IS OFF FOR REUSE OF THE SEWAGE TREATED WATER FOR PLANTATION AND AGRICULTURAL PURPOSES IN THE TOWN AREA AND TO AVOID DAMAGE TO PROPERTIES DUE TO FREEZING OF THE SURFACE WATER. BEING THE LIFELINE IN RESPECT OF SEWERAGE SYSTEM OF LEH TOWN.,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=42063026,252.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=12952956&refType=caf&uuid=fc9b268f-3f1a-4dcf-a7ef-368961b51232&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=12952956&refType=FC&uuid=3c505ab7-e2a5-4e4a-bbad-54f3a81db772&version=1.2,,2196.0
25844510,New,WL/LA/CommPost/452854/2023,2023-11-21T07:09:15.783+00:00,,,0.0334,25.0,RELIANCE JIO INFOCOMM KASHMIR CIRCLE,,Wildlife clearance form,,,,Erection of Mobile Communication Tower at Tibra Tegazong in UT of Ladakh,LADAKH,Leh,NA,,,,Non - Linear,0.0334,0.0,0.0334,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-21T07:41:07.653+00:00,,,,,,,,,,"","Mobile Communication Tower erection activity proposed at Tibra, a remote place which sans basic network connectivity.",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=25844510,40.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=25591107&refType=caf&uuid=5bf5dcc9-29b9-48ea-beac-3ef118819969&version=1.2,,365.0
24896232,New,WL/LA/CommPost/452547/2023,2023-11-17T10:26:13.499+00:00,,,0.0334,20.0,RELIANCE JIO INFOCOMM KASHMIR CIRCLE,,Wildlife clearance form,,,,"Erection of Mobile Communications Tower at Thang, District Leh, UT of Ladakh",LADAKH,Nubra,Turtok,,,,Non - Linear,0.0334,0.0,0.0334,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-18T05:12:44.070+00:00,,,,,,,,,,913,"Mobile Communication Tower construction proposed at Thang, to connect these backward areas and connect them to digital mainstream.",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=24896232,32.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=24632882&refType=caf&uuid=e4c44e4f-25e6-49bd-9130-d59ed2a20c2e&version=1.5,,365.0
23022242,New,WL/LA/CommPost/451850/2023,2023-11-09T06:40:55.470+00:00,,,0.0186,24.0,BHARAT SANCHAR NIGAM LIMITED,,Wildlife clearance form,,,,4G Saturation Project BOGDANG (SKILKHORE),LADAKH,Nubra,Bogdang,,,,Non - Linear,0.0,0.0186,0.0186,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-09T07:00:50.786+00:00,,,,,,,,,,000915,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME BOGDANG (SKILKHORE)  BTS ID - UVJKLEH00588 SUB DISTT. NUBRA, DISTT. LEH, WILDLIFE LAND REQUIRED UNDER 4G SATURATION PROJECT, BSNL LEH;",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=23022242,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=23021935&refType=caf&uuid=fe57bb80-79e3-4313-8545-bf276c9b5789&version=1.0,,365.0
21833399,New,WL/LA/CommPost/451381/2023,2023-11-04T12:37:56.867+00:00,,,0.0186,24.0,BHARAT SANCHAR NIGAM LIMITED,,Wildlife clearance form,,,,4G Saturation Project Pangong  Valley,LADAKH,Leh,NA,,,,Non - Linear,0.0,0.0186,0.0186,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-04T13:25:35.818+00:00,,,,,,,,,,0,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME PANGONG SHOOTING POINT(PANGONG VALLEY)  BTS ID - UVJKLEH00545 SUB DISTT. DURBUK, DISTT. LEH, & AREA OF WILDLIFE LAND REQUIRED UNDER 4G SATURATION PROJECT, BSNL LEH",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=21833399,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=21833056&refType=caf&uuid=e64165be-bf33-4e10-ad10-2038113cf97e&version=1.0,,365.0
21817147,New,WL/LA/CommPost/451318/2023,2023-11-04T07:01:14.600+00:00,,,0.0186,24.0,BHARAT SANCHAR NIGAM LIMITED,,Wildlife clearance form,,,,4G Saturation Project Warisfistan (Waris),LADAKH,Nubra,Warisfistan,,,,Non - Linear,0.0,0.0186,0.0186,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-04T07:08:43.552+00:00,,,,,,,,,,916,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME WARISFISTAN (WARIS)  BTS ID - UVJKLEH00578 SUB DISTT. NUBRA, DISTT. LEH, & AREA OF WILDLIFE LAND REQUIRED UNDER 4G SATURATION PROJECT, BSNL LEH",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=21817147,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=21817019&refType=caf&uuid=b5048b55-64c5-4493-b80c-d1f30c437ad4&version=1.0,,365.0
21816228,New,WL/LA/CommPost/451312/2023,2023-11-04T06:40:51.260+00:00,,,0.0186,24.0,BHARAT SANCHAR NIGAM LIMITED,,Wildlife clearance form,,,,4G Saturation Project Thanga Chathang,LADAKH,Nubra,Thanga Chathang,,,,Non - Linear,0.0,0.0186,0.0186,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-04T06:48:16.122+00:00,,,,,,,,,,000911,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME THANGA CHATHANG (THANG)   BTS ID - UVJKLEH00589 SUB DISTT. NUBRA, DISTT. LEH, & AREA OF WILDLIFE LAND REQUIRED UNDER 4G SATURATION PROJECT, BSNL LEH",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=21816228,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=21815831&refType=caf&uuid=0d094d2a-3423-4cac-a05e-ce295932bf51&version=1.0,,365.0
21814490,New,WL/LA/CommPost/451304/2023,2023-11-04T06:09:26.522+00:00,,,0.0186,24.0,BHARAT SANCHAR NIGAM LIMITED,,Wildlife clearance form,,,,4G Saturation Project Tirith,LADAKH,Nubra,Turtok,,,,Non - Linear,0.0,0.0186,0.0186,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-04T06:18:33.544+00:00,,,,,,,,,,913,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME TIRITH (SHAM KANGLOK) BTS ID - UVJKLEH00461 SUB DISTT. NUBRA, DISTT. LEH, & AREA OF WILDLIFE LAND REQUIRED UNDER 4G SATURATION PROJECT, BSNL LEH",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=21814490,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=21813924&refType=caf&uuid=197ddfd0-73a0-4860-9993-dcf37e4a3361&version=1.0,,365.0
21589935,New,WL/LA/CommPost/451238/2023,2023-11-03T11:36:21.912+00:00,,,0.0186,24.0,BHARAT SANCHAR NIGAM LIMITED,,Wildlife clearance form,,,,4G Saturation Project Tangyar,LADAKH,Nubra,Tangyar,,,,Non - Linear,0.0,0.0186,0.0186,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-03T11:44:28.823+00:00,,,,,,,,,,000938,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME TANGYAR  BTS ID - UVJKLEH00525 SUB DISTT. NUBRA, DISTT. LEH, & AREA OF WILDLIFE LAND REQUIRED UNDER 4G SATURATION PROJECT, BSNL LEH",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=21589935,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=21589417&refType=caf&uuid=51ee683a-e1c4-452e-9012-ae2cc5c9f9cb&version=1.0,,365.0
21582801,New,WL/LA/CommPost/451218/2023,2023-11-03T10:09:34.987+00:00,,,0.0186,24.0,BHARAT SANCHAR NIGAM LIMITED,,Wildlife clearance form,,,,4G Saturation Project Rakuru,LADAKH,Nubra,Skuru,,,,Non - Linear,0.0,0.0186,0.0186,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-03T11:54:04.662+00:00,,,,,,,,,,923,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME RAKURU  BTS ID - UVJKLEH00584 SUB DISTT. NUBRA, DISTT. LEH, & AREA OF WILDLIFE LAND REQUIRED UNDER 4G SATURATION PROJECT, ;BSNL LEH;",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=21582801,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=21582452&refType=caf&uuid=7de451fb-7b5b-454d-b18c-8a366458f848&version=1.0,,365.0
21579574,New,WL/LA/CommPost/451206/2023,2023-11-03T09:29:34.050+00:00,,,0.0186,24.0,BHARAT SANCHAR NIGAM LIMITED,,Wildlife clearance form,,,,4G Saturation Project Merak,LADAKH,Leh,NA,,,,Non - Linear,0.0,0.0186,0.0186,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-03T12:04:31.162+00:00,,,,,,,,,,"","CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME MERAK  BTS ID - UVJKLEH00543 SUB DISTT. DURBUK, DISTT. LEH, & AREA OF WILDLIFE LAND REQUIRED UNDER 4G SATURATION PROJECT, BSNL LEH",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=21579574,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=21579327&refType=caf&uuid=594ad468-34ab-4fb2-bbb1-22b94de1bc80&version=1.0,,365.0
21576370,New,WL/LA/CommPost/451198/2023,2023-11-03T08:57:08.822+00:00,,,0.0186,24.0,BHARAT SANCHAR NIGAM LIMITED,,Wildlife clearance form,,,,4G Saturation Project Kakset,LADAKH,Leh,NA,,,,Non - Linear,0.0,0.0186,0.0186,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-03T12:07:59.595+00:00,,,,,,,,,,0,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME KAKSET (MANEY GANG)  BTS ID - UVJKLEH00544 SUB DISTT. DURBUK, DISTT. LEH, & AREA OF WILDLIFE LAND REQUIRED UNDER 4G SATURATION PROJECT, BSNL LEH",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=21576370,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=21575753&refType=caf&uuid=10d5efc8-60aa-4ced-a091-bb9e6a16e413&version=1.2,,365.0
21575018,New,WL/LA/CommPost/451190/2023,2023-11-03T08:29:40.635+00:00,,,0.0186,24.0,BHARAT SANCHAR NIGAM LIMITED,,Wildlife clearance form,,,,4G Saturation Project Chalunkha,LADAKH,Nubra,Chulungkha,,,,Non - Linear,0.0,0.0186,0.0186,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-03T12:33:24.684+00:00,,,,,,,,,,000914,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME CHALUNKHA (CHUTHA)  BTS ;ID - UVJKLEH00582 SUB DISTT. NUBRA, DISTT. LEH, & AREA OF WILDLIFE LAND REQUIRED UNDER 4G SATURATION PROJECT, BSNL LEH;",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=21575018,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=21574513&refType=caf&uuid=fd086151-7639-43a0-ad51-4e66f8cf7159&version=1.0,,365.0
21348485,New,WL/LA/CommPost/451132/2023,2023-11-02T16:13:14.523+00:00,,,0.0186,12.0,MAHESH NAIR,,Wildlife clearance form,,,,4G Saturation Project Bogdang,LADAKH,Nubra,Bogdang,,,,Non - Linear,0.0,0.0186,0.0186,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-03T12:38:24.303+00:00,,,,,,,,,,000915,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME BOGDANG (SKILKHORE)  ;BTS ID - UVJKLEH00588 SUB DISTT. NOBRA, DISTT. LEH, WILDLIFE LAND REQUIRED UNDER 4G SATURATION PROJECT, ;BSNL LEH;",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=21348485,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=21348398&refType=caf&uuid=af98a22e-9897-4ae9-89b7-d653727dffe5&version=1.1,,365.0
21347816,New,WL/LA/CommPost/451130/2023,2023-11-02T15:19:41.054+00:00,,,0.0186,24.0,BHARAT SANCHAR NIGAM LIMITED,,Wildlife clearance form,,,,4G Saturation Project Diskit,LADAKH,Nubra,Diskit,,,,Non - Linear,0.0,0.0186,0.0186,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-03T12:42:54.111+00:00,,,,,,,,,,000929,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME DISKIT(TSAKING)  BTS ID - UVJKLEH00549 SUB DISTT. NUBRA, DISTT. LEH, & AREA OF WILDLIFE LAND REQUIRED UNDER 4G SATURATION PROJECT, BSNL LEH",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=21347816,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=21347752&refType=caf&uuid=fa0f4d9c-8299-4756-b712-26c15da52ce2&version=1.0,,365.0
21344598,New,WL/LA/CommPost/451118/2023,2023-11-02T12:39:45.876+00:00,,,0.0186,24.0,BHARAT SANCHAR NIGAM LIMITED,,Wildlife clearance form,,,,4G Saturation Project Kuri,LADAKH,Nubra,Chamshan Charasa,,,,Non - Linear,0.0,0.0186,0.0186,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-02T12:48:34.075+00:00,,,,,,,,,,930,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME KURI (NEAR GONPA)  BTS ;ID - UVJKLEH00583 SUB DISTT. NUBRA, DISTT. LEH, & AREA OF WILDLIFE LAND REQUIRED UNDER 4G SATURATION PROJECT, BSNL LEH;",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=21344598,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=21344340&refType=caf&uuid=f2f9058c-e813-4a22-a2dc-51ba39fb0736&version=1.0,,365.0
21343104,New,WL/LA/CommPost/451109/2023,2023-11-02T12:15:56.100+00:00,,,0.0186,24.0,BHARAT SANCHAR NIGAM LIMITED,,Wildlife clearance form,,,,4G Saturation Project Hundar,LADAKH,Nubra,Hundar,,,,Non - Linear,0.0,0.0186,0.0186,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-02T12:24:20.337+00:00,,,,,,,,,,000928,"CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT VILLAGE NAME HUNDAR (EXISTING BSNL 2G/3G SITE)  BTS ID - UVJKLEH00550 SUB DISTT. NUBRA, DISTT. LEH, & AREA OF WILDLIFE LAND REQUIRED UNDER 4G SATURATION PROJECT, BSNL LEH",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=21343104,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=21342937&refType=caf&uuid=23a64253-497e-44bd-b9a1-54744c8e1c15&version=1.0,,365.0
21341159,New,WL/LA/CommPost/451100/2023,2023-11-02T11:52:22.360+00:00,,,0.0109,30.0,BHARAT SANCHAR NIGAM LIMITED,,Wildlife clearance form,,,,4G Saturation project Tsongkhakharu,LADAKH,Dhar Kalan,Dukhan Iyali (407),,,858 860,Non - Linear,0.0,0.0109,0.0109,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-02T12:02:04.738+00:00,,,,,,,,,,27377,BSNL Mobile tower under 4G Saturation Project on Dunera to Atal setu road km 5-6 R/side at village Dukhneyali  Khasra No. 858 & 860 area closed under section 4 of PLPA 1900  Tehsil   Dhar Kalan Forest Division and District Pathankot. ,Pathankot,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=21341159,732.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=21339773&refType=caf&uuid=d4d6e7b8-6147-4d41-bfe2-bbe452217926&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=21339594&refType=caf&uuid=2e88cf5e-199f-4ceb-8407-2bb053343eb3&version=1.0,858 860,367.0
